영화명,개봉일,날짜,관객수,누적관객,스크린수,상영횟수,순위
데드데드 데몬즈 디디디디 디스트럭션: 파트2,2025-02-05,2025-02-05,2124,3045,220,317,8
더 폴: 디렉터스 컷,2024-12-25,2025-02-05,1963,102403,56,75,9
"레드벨벳 해피니스 다이어리 : 마이 디어, 레베럽 인 시네마",2025-02-05,2025-02-05,1791,1791,72,154,10
히트맨2,2025-01-22,2025-02-06,31319,2114540,1055,3533,1
브로큰,2025-02-05,2025-02-06,22618,66733,767,2909,2
말할 수 없는 비밀,2025-01-27,2025-02-06,20051,436240,799,2340,3
검은 수녀들,2025-01-24,2025-02-06,15350,1516778,779,2186,4
서브스턴스,2024-12-11,2025-02-06,5217,401972,286,422,5
하얼빈,2024-12-24,2025-02-06,3166,4880223,391,563,6
더 폴: 디렉터스 컷,2024-12-25,2025-02-06,2104,104507,60,85,7
뽀로로 극장판 바닷속 대모험,2025-01-01,2025-02-06,1753,393563,96,101,8
영화 러브 라이브! 니지가사키 학원 스쿨 아이돌 동호회 완결편 제1장,2025-02-06,2025-02-06,1620,1703,110,213,9
극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,2025-02-06,1362,152319,198,208,10
히트맨2,2025-01-22,2025-02-07,36069,2150609,1087,3740,1
말할 수 없는 비밀,2025-01-27,2025-02-07,24167,460407,886,2676,2
브로큰,2025-02-05,2025-02-07,22775,89508,742,2715,3
검은 수녀들,2025-01-24,2025-02-07,17415,1534193,822,2338,4
서브스턴스,2024-12-11,2025-02-07,6340,408312,308,485,5
하얼빈,2024-12-24,2025-02-07,3772,4883995,408,590,6
아이유 콘서트 : 더 위닝,2025-01-24,2025-02-07,3190,63260,55,121,7
더 폴: 디렉터스 컷,2024-12-25,2025-02-07,2481,106988,67,97,8
"레드벨벳 해피니스 다이어리 : 마이 디어, 레베럽 인 시네마",2025-02-05,2025-02-07,2295,4617,71,123,9
귀신경찰,2025-01-24,2025-02-07,1699,52612,70,79,10
히트맨2,2025-01-22,2025-02-08,87397,2238006,1132,4198,1
말할 수 없는 비밀,2025-01-27,2025-02-08,60091,520498,986,3311,2
브로큰,2025-02-05,2025-02-08,39416,128924,818,2691,3
검은 수녀들,2025-01-24,2025-02-08,36259,1570452,840,2553,4
서브스턴스,2024-12-11,2025-02-08,13039,421351,327,575,5
하얼빈,2024-12-24,2025-02-08,6620,4890615,431,602,6
극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,2025-02-08,6131,159676,382,502,7
더 폴: 디렉터스 컷,2024-12-25,2025-02-08,5179,112167,61,92,8
뽀로로 극장판 바닷속 대모험,2025-01-01,2025-02-08,3892,398660,216,250,9
바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,2025-01-27,2025-02-08,3144,36518,183,242,10
히트맨2,2025-01-22,2025-02-09,78083,2316089,1142,4094,1
말할 수 없는 비밀,2025-01-27,2025-02-09,53979,574477,978,3191,2
브로큰,2025-02-05,2025-02-09,32074,160998,808,2534,3
검은 수녀들,2025-01-24,2025-02-09,29864,1600316,819,2435,4
서브스턴스,2024-12-11,2025-02-09,11194,432545,324,567,5
극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,2025-02-09,6992,166668,388,502,6
하얼빈,2024-12-24,2025-02-09,5610,4896225,408,564,7
뽀로로 극장판 바닷속 대모험,2025-01-01,2025-02-09,4584,403244,214,256,8
더 폴: 디렉터스 컷,2024-12-25,2025-02-09,4562,116729,58,87,9
바다 탐험대 옥토넛 어보브 앤 비욘드 : 극지방 대작전,2025-01-27,2025-02-09,3552,40070,185,244,10
히트맨2,2025-01-22,2025-02-10,25572,2341661,1000,3374,1
말할 수 없는 비밀,2025-01-27,2025-02-10,17689,592166,849,2698,2
검은 수녀들,2025-01-24,2025-02-10,10389,1610705,727,1921,3
브로큰,2025-02-05,2025-02-10,9355,170353,662,1831,4
서브스턴스,2024-12-11,2025-02-10,5832,438377,314,552,5
더 폴: 디렉터스 컷,2024-12-25,2025-02-10,2729,119458,60,98,6
하얼빈,2024-12-24,2025-02-10,2477,4898702,365,508,7
아이유 콘서트 : 더 위닝,2025-01-24,2025-02-10,1134,67068,54,117,8
극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,2025-02-10,1044,167712,183,190,9
9월 5일: 위험한 특종,2025-02-05,2025-02-10,831,8456,208,253,10
히트맨2,2025-01-22,2025-02-11,22375,2364036,1014,3312,1
말할 수 없는 비밀,2025-01-27,2025-02-11,16797,608963,854,2711,2
검은 수녀들,2025-01-24,2025-02-11,9654,1620359,732,1904,3
브로큰,2025-02-05,2025-02-11,8850,179203,666,1788,4
서브스턴스,2024-12-11,2025-02-11,5624,444001,316,561,5
더 폴: 디렉터스 컷,2024-12-25,2025-02-11,2666,122124,76,117,6
하얼빈,2024-12-24,2025-02-11,2161,4900863,358,493,7
뽀로로 극장판 바닷속 대모험,2025-01-01,2025-02-11,1203,405269,90,96,8
극장판 포켓몬스터 AG: 뮤와 파동의 용사 루카리오,2025-01-22,2025-02-11,997,168709,184,196,9
9월 5일: 위험한 특종,2025-02-05,2025-02-11,932,9388,207,245,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-12,123237,124005,1766,7937,1
히트맨2,2025-01-22,2025-02-12,15063,2379099,671,1804,2
말할 수 없는 비밀,2025-01-27,2025-02-12,13992,622955,638,1681,3
검은 수녀들,2025-01-24,2025-02-12,5721,1626080,547,891,4
브루탈리스트,2025-02-12,2025-02-12,4952,7936,302,471,5
서브스턴스,2024-12-11,2025-02-12,4294,448295,294,391,6
브로큰,2025-02-05,2025-02-12,3081,182284,426,622,7
미드나잇 인 파리,2012-07-05,2025-02-12,2779,384348,136,306,8
극장판 쿠로코의 농구 라스트 게임,2017-04-27,2025-02-12,2610,74891,95,104,9
더 폴: 디렉터스 컷,2024-12-25,2025-02-12,2245,124369,79,121,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-13,84843,208848,1774,7616,1
히트맨2,2025-01-22,2025-02-13,13807,2392906,681,1758,2
말할 수 없는 비밀,2025-01-27,2025-02-13,12864,635819,643,1710,3
검은 수녀들,2025-01-24,2025-02-13,5764,1631844,558,888,4
서브스턴스,2024-12-11,2025-02-13,4319,452614,292,402,5
브루탈리스트,2025-02-12,2025-02-13,3299,11235,292,456,6
브로큰,2025-02-05,2025-02-13,2598,184882,412,603,7
더 폴: 디렉터스 컷,2024-12-25,2025-02-13,2107,126476,85,130,8
미드나잇 인 파리,2012-07-05,2025-02-13,1676,386024,136,292,9
500일의 썸머,2010-01-21,2025-02-13,1436,301693,89,185,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-14,113881,322729,1757,7916,1
말할 수 없는 비밀,2025-01-27,2025-02-14,16771,652590,683,1672,2
명탐정 코난: 14번째 표적,2025-02-14,2025-02-14,15480,19292,557,1239,3
히트맨2,2025-01-22,2025-02-14,15269,2408175,670,1675,4
검은 수녀들,2025-01-24,2025-02-14,5352,1637196,497,742,5
서브스턴스,2024-12-11,2025-02-14,5082,457696,278,366,6
엘리: 몬스터 패밀리,2025-02-14,2025-02-14,4324,5494,273,310,7
브루탈리스트,2025-02-12,2025-02-14,3572,14807,291,415,8
첫 번째 키스,2025-02-26,2025-02-14,3163,3329,18,18,9
500일의 썸머,2010-01-21,2025-02-14,2708,304401,104,207,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-15,258697,581426,1901,8809,1
말할 수 없는 비밀,2025-01-27,2025-02-15,31460,684050,703,1765,2
히트맨2,2025-01-22,2025-02-15,28593,2436768,713,1751,3
명탐정 코난: 14번째 표적,2025-02-14,2025-02-15,11670,30962,587,1112,4
서브스턴스,2024-12-11,2025-02-15,8674,466370,284,391,5
검은 수녀들,2025-01-24,2025-02-15,7731,1644927,465,652,6
엘리: 몬스터 패밀리,2025-02-14,2025-02-15,6355,11849,344,431,7
브루탈리스트,2025-02-12,2025-02-15,6279,21086,298,410,8
더 폴: 디렉터스 컷,2024-12-25,2025-02-15,5501,134364,115,192,9
미드나잇 인 파리,2012-07-05,2025-02-15,3169,390943,151,271,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-16,211258,792684,1873,8450,1
말할 수 없는 비밀,2025-01-27,2025-02-16,30004,714054,699,1740,2
히트맨2,2025-01-22,2025-02-16,25480,2462248,698,1697,3
명탐정 코난: 14번째 표적,2025-02-14,2025-02-16,10468,41430,579,1065,4
서브스턴스,2024-12-11,2025-02-16,7238,473608,283,385,5
검은 수녀들,2025-01-24,2025-02-16,6421,1651348,457,619,6
엘리: 몬스터 패밀리,2025-02-14,2025-02-16,5660,17509,345,438,7
브루탈리스트,2025-02-12,2025-02-16,5574,26660,287,392,8
더 폴: 디렉터스 컷,2024-12-25,2025-02-16,4798,139162,114,194,9
아이유 콘서트 : 더 위닝,2025-01-24,2025-02-16,2744,72861,21,24,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-17,59016,851700,1634,6759,1
말할 수 없는 비밀,2025-01-27,2025-02-17,10027,724081,599,1536,2
히트맨2,2025-01-22,2025-02-17,9666,2471914,594,1440,3
서브스턴스,2024-12-11,2025-02-17,4265,477873,287,399,4
명탐정 코난: 14번째 표적,2025-02-14,2025-02-17,4193,45623,484,809,5
브루탈리스트,2025-02-12,2025-02-17,3363,30023,296,412,6
검은 수녀들,2025-01-24,2025-02-17,3121,1654469,412,576,7
더 폴: 디렉터스 컷,2024-12-25,2025-02-17,2199,141361,95,183,8
엘리: 몬스터 패밀리,2025-02-14,2025-02-17,1409,18918,176,192,9
500일의 썸머,2010-01-21,2025-02-17,1397,310975,88,177,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-18,51962,903662,1639,6597,1
말할 수 없는 비밀,2025-01-27,2025-02-18,10251,734332,619,1539,2
히트맨2,2025-01-22,2025-02-18,9188,2481102,619,1421,3
명탐정 코난: 14번째 표적,2025-02-14,2025-02-18,4207,49830,482,802,4
서브스턴스,2024-12-11,2025-02-18,4113,481986,289,395,5
브루탈리스트,2025-02-12,2025-02-18,3302,33325,288,411,6
검은 수녀들,2025-01-24,2025-02-18,2914,1657383,424,575,7
괜찮아 괜찮아 괜찮아! ,2025-02-26,2025-02-18,2178,2495,10,11,8
더 폴: 디렉터스 컷,2024-12-25,2025-02-18,2099,143460,103,193,9
엘리: 몬스터 패밀리,2025-02-14,2025-02-18,1499,20417,199,218,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-19,49474,953136,1572,6245,1
말할 수 없는 비밀,2025-01-27,2025-02-19,9947,744279,601,1485,2
히트맨2,2025-01-22,2025-02-19,8121,2489223,609,1293,3
패딩턴: 페루에 가다!,2025-02-19,2025-02-19,7501,9030,146,563,4
서브스턴스,2024-12-11,2025-02-19,4214,486200,270,383,5
써니데이,2025-02-19,2025-02-19,4145,5225,349,689,6
명탐정 코난: 14번째 표적,2025-02-14,2025-02-19,4136,53966,446,651,7
영화 이상한 과자 가게 전천당,2025-02-19,2025-02-19,3941,4831,198,392,8
히어 ,2025-02-19,2025-02-19,3227,3801,144,453,9
브루탈리스트,2025-02-12,2025-02-19,2718,36043,196,261,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-20,43079,996215,1563,6056,1
말할 수 없는 비밀,2025-01-27,2025-02-20,9482,753761,603,1485,2
히트맨2,2025-01-22,2025-02-20,7810,2497033,627,1284,3
패딩턴: 페루에 가다!,2025-02-19,2025-02-20,5481,14511,151,550,4
서브스턴스,2024-12-11,2025-02-20,3944,490144,273,386,5
영화 이상한 과자 가게 전천당,2025-02-19,2025-02-20,3490,8321,198,390,6
명탐정 코난: 14번째 표적,2025-02-14,2025-02-20,3469,57435,433,621,7
브루탈리스트,2025-02-12,2025-02-20,2742,38785,214,275,8
더 폴: 디렉터스 컷,2024-12-25,2025-02-20,2479,148238,104,207,9
써니데이,2025-02-19,2025-02-20,2451,7676,325,582,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-21,62480,1058695,1425,5418,1
퇴마록,2025-02-21,2025-02-21,26501,33882,773,2573,2
"그 시절, 우리가 좋아했던 소녀",2025-02-21,2025-02-21,23304,25693,660,2341,3
말할 수 없는 비밀,2025-01-27,2025-02-21,7605,761366,550,1000,4
히트맨2,2025-01-22,2025-02-21,6108,2503141,508,843,5
패딩턴: 페루에 가다!,2025-02-19,2025-02-21,5767,20278,152,574,6
서브스턴스,2024-12-11,2025-02-21,4104,494248,243,301,7
영화 이상한 과자 가게 전천당,2025-02-19,2025-02-21,2824,11145,201,330,8
브루탈리스트,2025-02-12,2025-02-21,2761,41546,161,193,9
명탐정 코난: 14번째 표적,2025-02-14,2025-02-21,2442,59877,309,380,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-22,137652,1196347,1428,6100,1
퇴마록,2025-02-21,2025-02-22,43069,76951,840,2736,2
"그 시절, 우리가 좋아했던 소녀",2025-02-21,2025-02-22,23985,49678,709,2316,3
패딩턴: 페루에 가다!,2025-02-19,2025-02-22,15023,35301,228,751,4
말할 수 없는 비밀,2025-01-27,2025-02-22,14395,775761,602,1062,5
히트맨2,2025-01-22,2025-02-22,12823,2515964,562,915,6
영화 이상한 과자 가게 전천당,2025-02-19,2025-02-22,7321,18466,242,448,7
서브스턴스,2024-12-11,2025-02-22,6994,501242,257,336,8
브루탈리스트,2025-02-12,2025-02-22,5397,46943,169,207,9
더 폴: 디렉터스 컷,2024-12-25,2025-02-22,4405,154705,106,169,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-23,116010,1312357,1434,5900,1
퇴마록,2025-02-21,2025-02-23,38520,115471,841,2650,2
"그 시절, 우리가 좋아했던 소녀",2025-02-21,2025-02-23,21312,70990,708,2165,3
패딩턴: 페루에 가다!,2025-02-19,2025-02-23,14012,49313,227,712,4
말할 수 없는 비밀,2025-01-27,2025-02-23,13627,789388,570,1024,5
히트맨2,2025-01-22,2025-02-23,11242,2527206,530,858,6
영화 이상한 과자 가게 전천당,2025-02-19,2025-02-23,7721,26187,246,455,7
서브스턴스,2024-12-11,2025-02-23,6191,507433,258,332,8
브루탈리스트,2025-02-12,2025-02-23,5407,52350,166,201,9
엘리: 몬스터 패밀리,2025-02-14,2025-02-23,4052,34012,226,256,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-24,31316,1343673,1293,4630,1
퇴마록,2025-02-21,2025-02-24,15545,131016,740,2300,2
"그 시절, 우리가 좋아했던 소녀",2025-02-21,2025-02-24,8788,79778,607,1807,3
말할 수 없는 비밀,2025-01-27,2025-02-24,5614,795002,513,916,4
패딩턴: 페루에 가다!,2025-02-19,2025-02-24,4309,53622,150,517,5
히트맨2,2025-01-22,2025-02-24,4283,2531489,483,772,6
서브스턴스,2024-12-11,2025-02-24,3770,511203,244,344,7
브루탈리스트,2025-02-12,2025-02-24,2262,54612,162,213,8
영화 이상한 과자 가게 전천당,2025-02-19,2025-02-24,2102,28289,188,289,9
명탐정 코난: 14번째 표적,2025-02-14,2025-02-24,1863,69845,285,348,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-25,27965,1371638,1303,4497,1
퇴마록,2025-02-21,2025-02-25,14376,145392,755,2263,2
"그 시절, 우리가 좋아했던 소녀",2025-02-21,2025-02-25,8864,88642,600,1778,3
말할 수 없는 비밀,2025-01-27,2025-02-25,5810,800812,506,916,4
패딩턴: 페루에 가다!,2025-02-19,2025-02-25,5462,59084,156,535,5
히트맨2,2025-01-22,2025-02-25,4258,2535747,468,740,6
서브스턴스,2024-12-11,2025-02-25,4147,515350,255,361,7
영화 이상한 과자 가게 전천당,2025-02-19,2025-02-25,2590,30879,196,304,8
브루탈리스트,2025-02-12,2025-02-25,2407,57019,177,221,9
명탐정 코난: 14번째 표적,2025-02-14,2025-02-25,2052,71897,301,366,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-26,40074,1411712,1298,4297,1
퇴마록,2025-02-21,2025-02-26,24124,169516,823,2131,2
괜찮아 괜찮아 괜찮아! ,2025-02-26,2025-02-26,13737,17131,581,1427,3
이찬원 콘서트 찬가: 디어 마이 찬스,2025-02-26,2025-02-26,12708,12708,82,184,4
"그 시절, 우리가 좋아했던 소녀",2025-02-21,2025-02-26,11590,100232,562,1331,5
컴플리트 언노운,2025-02-26,2025-02-26,11096,13910,455,917,6
패딩턴: 페루에 가다!,2025-02-19,2025-02-26,7421,66505,158,504,7
첫 번째 키스,2025-02-26,2025-02-26,6199,9528,184,525,8
백수아파트,2025-02-26,2025-02-26,6130,7282,456,922,9
말할 수 없는 비밀,2025-01-27,2025-02-26,6045,806857,411,619,10
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-27,29013,1440725,1220,4085,1
퇴마록,2025-02-21,2025-02-27,18462,187978,811,2076,2
"그 시절, 우리가 좋아했던 소녀",2025-02-21,2025-02-27,11637,111869,581,1349,3
괜찮아 괜찮아 괜찮아! ,2025-02-26,2025-02-27,9442,26573,588,1348,4
패딩턴: 페루에 가다!,2025-02-19,2025-02-27,5764,72269,159,496,5
컴플리트 언노운,2025-02-26,2025-02-27,5353,19263,431,851,6
백수아파트,2025-02-26,2025-02-27,4940,12222,447,870,7
말할 수 없는 비밀,2025-01-27,2025-02-27,4240,811097,404,618,8
힘내라 대한민국,2025-02-27,2025-02-27,4099,4099,93,186,9
서브스턴스,2024-12-11,2025-02-27,3726,524147,208,272,10
미키 17,2025-02-28,2025-02-28,248047,254393,2151,8758,1
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-02-28,23551,1464276,676,1701,2
퇴마록,2025-02-21,2025-02-28,15060,203038,817,1278,3
괜찮아 괜찮아 괜찮아! ,2025-02-26,2025-02-28,7269,33842,521,840,4
"그 시절, 우리가 좋아했던 소녀",2025-02-21,2025-02-28,5550,117419,378,554,5
패딩턴: 페루에 가다!,2025-02-19,2025-02-28,5069,77338,173,343,6
첫 번째 키스,2025-02-26,2025-02-28,5016,17644,158,426,7
힘내라 대한민국,2025-02-27,2025-02-28,4676,8775,83,141,8
이찬원 콘서트 찬가: 디어 마이 찬스,2025-02-26,2025-02-28,4349,19654,63,110,9
컴플리트 언노운,2025-02-26,2025-02-28,3691,22954,360,547,10
미키 17,2025-02-28,2025-03-01,356296,610689,2153,9232,1
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-03-01,43731,1508007,719,1733,2
퇴마록,2025-02-21,2025-03-01,33721,236759,911,1553,3
괜찮아 괜찮아 괜찮아! ,2025-02-26,2025-03-01,11027,44869,534,807,4
패딩턴: 페루에 가다!,2025-02-19,2025-03-01,10543,87881,215,515,5
"그 시절, 우리가 좋아했던 소녀",2025-02-21,2025-03-01,9850,127269,375,528,6
백수아파트,2025-02-26,2025-03-01,5921,20975,399,524,7
컴플리트 언노운,2025-02-26,2025-03-01,5579,28533,372,533,8
첫 번째 키스,2025-02-26,2025-03-01,5427,23071,160,413,9
힘내라 대한민국,2025-02-27,2025-03-01,5047,13822,97,160,10
미키 17,2025-02-28,2025-03-02,376171,986860,2133,9172,1
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-03-02,43604,1551611,732,1737,2
퇴마록,2025-02-21,2025-03-02,36529,273288,935,1641,3
괜찮아 괜찮아 괜찮아! ,2025-02-26,2025-03-02,11482,56351,533,801,4
패딩턴: 페루에 가다!,2025-02-19,2025-03-02,10139,98020,217,519,5
"그 시절, 우리가 좋아했던 소녀",2025-02-21,2025-03-02,8941,136210,363,516,6
힘내라 대한민국,2025-02-27,2025-03-02,8401,22223,103,188,7
이찬원 콘서트 찬가: 디어 마이 찬스,2025-02-26,2025-03-02,6563,30268,69,118,8
백수아파트,2025-02-26,2025-03-02,6161,27136,410,528,9
컴플리트 언노운,2025-02-26,2025-03-02,5985,34518,361,526,10
미키 17,2025-02-28,2025-03-03,316111,1302971,2072,8609,1
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-03-03,32562,1584173,711,1671,2
퇴마록,2025-02-21,2025-03-03,28112,301400,931,1591,3
괜찮아 괜찮아 괜찮아! ,2025-02-26,2025-03-03,10794,67145,533,770,4
힘내라 대한민국,2025-02-27,2025-03-03,10781,33004,113,222,5
패딩턴: 페루에 가다!,2025-02-19,2025-03-03,10299,108319,219,514,6
"그 시절, 우리가 좋아했던 소녀",2025-02-21,2025-03-03,8459,144669,373,513,7
백수아파트,2025-02-26,2025-03-03,5648,32784,366,475,8
컴플리트 언노운,2025-02-26,2025-03-03,5483,40001,346,469,9
영화 이상한 과자 가게 전천당,2025-02-19,2025-03-03,4773,48745,160,202,10
미키 17,2025-02-28,2025-03-04,82482,1385453,1882,6935,1
퇴마록,2025-02-21,2025-03-04,7991,309391,806,1383,2
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-03-04,7212,1591385,598,1317,3
힘내라 대한민국,2025-02-27,2025-03-04,4614,37618,105,208,4
괜찮아 괜찮아 괜찮아! ,2025-02-26,2025-03-04,4325,71470,483,729,5
울프맨,2025-03-05,2025-03-04,3020,3020,17,17,6
컴플리트 언노운,2025-02-26,2025-03-04,2039,42040,322,439,7
첫 번째 키스,2025-02-26,2025-03-04,1714,34506,151,346,8
서브스턴스,2024-12-11,2025-03-04,1675,538613,156,193,9
"그 시절, 우리가 좋아했던 소녀",2025-02-21,2025-03-04,1595,146264,293,376,10
미키 17,2025-02-28,2025-03-05,80034,1465487,1815,6531,1
콘클라베,2025-03-05,2025-03-05,10796,15409,566,1081,2
퇴마록,2025-02-21,2025-03-05,8905,318296,794,1530,3
캡틴 아메리카: 브레이브 뉴 월드,2025-02-12,2025-03-05,4605,1595990,543,1101,4
힘내라 대한민국,2025-02-27,2025-03-05,3915,41533,114,210,5
괜찮아 괜찮아 괜찮아! ,2025-02-26,2025-03-05,2778,74248,392,561,6
