영화명,개봉일,날짜,관객수,누적관객,스크린수,상영횟수,순위
정글번치: 월드투어,2024-01-31,2024-02-05,909,21623,130,173,10
웡카,2024-01-31,2024-02-06,62799,914503,1592,6375,1
시민덕희,2024-01-24,2024-02-06,25307,987778,974,3286,2
건국전쟁,2024-02-01,2024-02-06,16093,63431,215,394,3
외계+인 2부,2024-01-10,2024-02-06,5282,1417030,582,1082,4
서울의 봄,2023-11-22,2024-02-06,3892,13097138,462,624,5
추락의 해부,2024-01-31,2024-02-06,3419,38111,224,314,6
위시,2024-01-03,2024-02-06,2731,1391091,372,503,7
비욘드 유토피아,2024-01-31,2024-02-06,2032,10346,151,249,8
데드맨,2024-02-07,2024-02-06,1879,3777,7,7,9
인투 더 월드,2024-01-10,2024-02-06,1553,334938,172,198,10
웡카,2024-01-31,2024-02-07,55709,970212,961,3245,1
데드맨,2024-02-07,2024-02-07,28097,31874,729,2241,2
소풍,2024-02-07,2024-02-07,21508,23617,670,1732,3
도그데이즈,2024-02-07,2024-02-07,20706,43418,847,2712,4
아가일,2024-02-07,2024-02-07,15459,17878,824,2499,5
시민덕희,2024-01-24,2024-02-07,15046,1002824,696,1642,6
건국전쟁,2024-02-01,2024-02-07,12921,76352,224,372,7
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-07,4693,8375,416,499,8
추락의 해부,2024-01-31,2024-02-07,2102,40213,104,142,9
아네모네,2024-02-07,2024-02-07,1318,1769,57,71,10
웡카,2024-01-31,2024-02-08,92735,1062947,1118,3750,1
시민덕희,2024-01-24,2024-02-08,26979,1029803,796,1862,2
데드맨,2024-02-07,2024-02-08,25867,57741,741,2267,3
도그데이즈,2024-02-07,2024-02-08,22095,65513,843,2769,4
건국전쟁,2024-02-01,2024-02-08,17157,93509,300,497,5
아가일,2024-02-07,2024-02-08,17012,34890,841,2353,6
소풍,2024-02-07,2024-02-08,14589,38206,676,1729,7
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-08,4217,12592,402,480,8
추락의 해부,2024-01-31,2024-02-08,3335,43548,117,159,9
괴물,2023-11-29,2024-02-08,1488,509109,70,88,10
웡카,2024-01-31,2024-02-09,152517,1215464,1359,4825,1
시민덕희,2024-01-24,2024-02-09,74694,1104497,925,2309,2
도그데이즈,2024-02-07,2024-02-09,39191,104704,797,2650,3
건국전쟁,2024-02-01,2024-02-09,36067,129576,457,773,4
데드맨,2024-02-07,2024-02-09,36012,93753,800,2197,5
소풍,2024-02-07,2024-02-09,22306,60512,729,1676,6
아가일,2024-02-07,2024-02-09,21771,56661,822,1823,7
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-09,11729,24321,578,878,8
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-09,3928,3928,24,48,9
추락의 해부,2024-01-31,2024-02-09,3822,47370,122,163,10
웡카,2024-01-31,2024-02-10,149632,1365096,1412,5054,1
시민덕희,2024-01-24,2024-02-10,136776,1241273,1154,2814,2
도그데이즈,2024-02-07,2024-02-10,55358,160062,792,2415,3
건국전쟁,2024-02-01,2024-02-10,50441,180017,557,993,4
데드맨,2024-02-07,2024-02-10,42580,136333,776,2011,5
소풍,2024-02-07,2024-02-10,36217,96729,710,1565,6
아가일,2024-02-07,2024-02-10,19207,75868,749,1497,7
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-10,6604,30925,504,740,8
서울의 봄,2023-11-22,2024-02-10,5882,13108624,135,161,9
정글번치: 월드투어,2024-01-31,2024-02-10,2820,31710,157,206,10
웡카,2024-01-31,2024-02-11,220022,1585118,1440,5183,1
시민덕희,2024-01-24,2024-02-11,142172,1383445,1281,3231,2
건국전쟁,2024-02-01,2024-02-11,61453,241470,637,1162,3
도그데이즈,2024-02-07,2024-02-11,58306,218368,793,2316,4
소풍,2024-02-07,2024-02-11,39536,136265,726,1537,5
데드맨,2024-02-07,2024-02-11,38500,174833,794,1936,6
아가일,2024-02-07,2024-02-11,20294,96162,749,1401,7
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-11,11611,42536,564,860,8
서울의 봄,2023-11-22,2024-02-11,5514,13114138,162,194,9
정글번치: 월드투어,2024-01-31,2024-02-11,4699,36409,168,219,10
웡카,2024-01-31,2024-02-12,228306,1813424,1378,4913,1
시민덕희,2024-01-24,2024-02-12,104969,1488414,1250,3122,2
건국전쟁,2024-02-01,2024-02-12,88464,329934,711,1318,3
도그데이즈,2024-02-07,2024-02-12,47603,265971,784,2085,4
소풍,2024-02-07,2024-02-12,38180,174445,717,1482,5
데드맨,2024-02-07,2024-02-12,24807,199640,747,1696,6
아가일,2024-02-07,2024-02-12,16093,112255,727,1240,7
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-12,15031,57567,555,834,8
정글번치: 월드투어,2024-01-31,2024-02-12,6418,42827,167,230,9
서울의 봄,2023-11-22,2024-02-12,4097,13118235,145,180,10
웡카,2024-01-31,2024-02-13,73325,1886749,1196,4342,1
건국전쟁,2024-02-01,2024-02-13,52207,382141,580,1308,2
시민덕희,2024-01-24,2024-02-13,23076,1511490,862,2340,3
도그데이즈,2024-02-07,2024-02-13,13113,279084,711,1944,4
소풍,2024-02-07,2024-02-13,12915,187360,651,1413,5
데드맨,2024-02-07,2024-02-13,8608,208248,641,1458,6
아가일,2024-02-07,2024-02-13,5171,117426,659,1171,7
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-13,2698,60265,322,391,8
추락의 해부,2024-01-31,2024-02-13,1967,59889,108,156,9
서울의 봄,2023-11-22,2024-02-13,1219,13119454,108,127,10
웡카,2024-01-31,2024-02-14,78003,1964752,1006,3798,1
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-14,66192,81448,388,1991,2
건국전쟁,2024-02-01,2024-02-14,52149,434290,735,1776,3
시민덕희,2024-01-24,2024-02-14,18381,1529871,826,2216,4
소풍,2024-02-07,2024-02-14,10022,197382,619,1166,5
도그데이즈,2024-02-07,2024-02-14,9390,288474,668,1465,6
데드맨,2024-02-07,2024-02-14,6009,214257,563,1028,7
우견니,2024-02-14,2024-02-14,4638,5980,143,450,8
아가일,2024-02-07,2024-02-14,3394,120820,464,691,9
에스파: 마이 퍼스트 페이지,2024-02-14,2024-02-14,3093,3247,64,186,10
웡카,2024-01-31,2024-02-15,63586,2028338,1030,3673,1
건국전쟁,2024-02-01,2024-02-15,51116,485406,921,2149,2
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-15,33897,115345,381,1823,3
시민덕희,2024-01-24,2024-02-15,16555,1546426,800,2090,4
소풍,2024-02-07,2024-02-15,9917,207299,620,1124,5
도그데이즈,2024-02-07,2024-02-15,8514,296988,620,1315,6
데드맨,2024-02-07,2024-02-15,3910,218167,521,857,7
스노우 퍼핀즈,2024-02-15,2024-02-15,2652,2660,249,270,8
아가일,2024-02-07,2024-02-15,2479,123299,424,578,9
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-15,2215,65163,208,220,10
웡카,2024-01-31,2024-02-16,81594,2109932,1105,4016,1
건국전쟁,2024-02-01,2024-02-16,50174,535580,956,2518,2
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-16,35954,151299,370,1828,3
시민덕희,2024-01-24,2024-02-16,18493,1564919,820,2288,4
소풍,2024-02-07,2024-02-16,9974,217273,615,1121,5
도그데이즈,2024-02-07,2024-02-16,9337,306325,683,1357,6
데드맨,2024-02-07,2024-02-16,3546,221713,508,815,7
아가일,2024-02-07,2024-02-16,3104,126403,422,571,8
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-16,2228,67391,200,215,9
DMZ 동물 특공대,2024-02-14,2024-02-16,2022,5800,142,163,10
웡카,2024-01-31,2024-02-17,185916,2295848,1216,4662,1
건국전쟁,2024-02-01,2024-02-17,91160,626740,934,3169,2
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-17,63630,214929,393,1933,3
시민덕희,2024-01-24,2024-02-17,39375,1604294,836,2432,4
도그데이즈,2024-02-07,2024-02-17,18328,324653,703,1311,5
소풍,2024-02-07,2024-02-17,16329,233602,636,1173,6
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-17,5905,73296,339,390,7
아가일,2024-02-07,2024-02-17,5129,131532,409,534,8
데드맨,2024-02-07,2024-02-17,5033,226746,503,747,9
스노우 퍼핀즈,2024-02-15,2024-02-17,3633,8249,315,367,10
웡카,2024-01-31,2024-02-18,175171,2471019,1222,4554,1
건국전쟁,2024-02-01,2024-02-18,83769,710509,922,3060,2
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-18,54710,269639,391,1889,3
시민덕희,2024-01-24,2024-02-18,35829,1640123,812,2286,4
도그데이즈,2024-02-07,2024-02-18,15752,340405,685,1247,5
소풍,2024-02-07,2024-02-18,15091,248693,637,1119,6
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-18,6937,80233,360,415,7
데드맨,2024-02-07,2024-02-18,4730,231476,469,685,8
아가일,2024-02-07,2024-02-18,4007,135539,378,477,9
DMZ 동물 특공대,2024-02-14,2024-02-18,3218,11902,200,267,10
웡카,2024-01-31,2024-02-19,59263,2530282,1082,4045,1
건국전쟁,2024-02-01,2024-02-19,42573,753082,828,2812,2
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-19,20004,289643,367,1629,3
시민덕희,2024-01-24,2024-02-19,13224,1653347,699,1911,4
소풍,2024-02-07,2024-02-19,8598,257291,583,1056,5
도그데이즈,2024-02-07,2024-02-19,6425,346830,592,1061,6
데드맨,2024-02-07,2024-02-19,2718,234194,397,588,7
아가일,2024-02-07,2024-02-19,1625,137164,322,399,8
추락의 해부,2024-01-31,2024-02-19,1312,72580,106,138,9
우견니,2024-02-14,2024-02-19,1183,13577,123,249,10
웡카,2024-01-31,2024-02-20,57938,2588220,1116,4095,1
건국전쟁,2024-02-01,2024-02-20,38919,792001,843,2772,2
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-20,16785,306428,373,1588,3
시민덕희,2024-01-24,2024-02-20,12412,1665759,697,1871,4
소풍,2024-02-07,2024-02-20,9680,266971,601,1061,5
도그데이즈,2024-02-07,2024-02-20,6461,353291,591,1044,6
파묘,2024-02-22,2024-02-20,5173,5173,20,20,7
데드맨,2024-02-07,2024-02-20,2110,236304,387,524,8
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-20,2023,83188,173,182,9
아가일,2024-02-07,2024-02-20,1636,138800,318,400,10
웡카,2024-01-31,2024-02-21,58643,2646863,1156,4269,1
건국전쟁,2024-02-01,2024-02-21,34787,826788,821,2860,2
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-21,19302,325730,377,1550,3
시민덕희,2024-01-24,2024-02-21,11598,1677357,645,1656,4
소풍,2024-02-07,2024-02-21,8960,275931,557,967,5
사운드 오브 프리덤,2024-02-21,2024-02-21,8148,10206,248,710,6
도그데이즈,2024-02-07,2024-02-21,5228,358519,460,760,7
극장판 츠루네: 시작의 한 발,2024-02-21,2024-02-21,3654,4654,119,275,8
바튼 아카데미,2024-02-21,2024-02-21,3318,6430,254,412,9
월레스와 그로밋 더 클래식 컬렉션,2024-02-21,2024-02-21,3190,3190,47,75,10
파묘,2024-02-22,2024-02-22,330118,336129,1944,7535,1
웡카,2024-01-31,2024-02-22,44325,2691188,746,2347,2
건국전쟁,2024-02-01,2024-02-22,26859,853647,683,1721,3
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-22,11631,337361,294,965,4
소풍,2024-02-07,2024-02-22,5151,281082,302,389,5
사운드 오브 프리덤,2024-02-21,2024-02-22,4729,14935,227,512,6
시민덕희,2024-01-24,2024-02-22,3728,1681085,398,552,7
기적의 시작,2024-02-22,2024-02-22,2068,6413,130,168,8
바튼 아카데미,2024-02-21,2024-02-22,1802,8232,227,328,9
이프 온리,2004-10-29,2024-02-22,1728,1026063,110,153,10
파묘,2024-02-22,2024-02-23,374492,710621,2086,8253,1
웡카,2024-01-31,2024-02-23,56046,2747234,841,2568,2
건국전쟁,2024-02-01,2024-02-23,26485,880132,715,1720,3
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-23,12960,350321,311,947,4
사운드 오브 프리덤,2024-02-21,2024-02-23,5060,19995,221,462,5
소풍,2024-02-07,2024-02-23,4526,285608,278,356,6
시민덕희,2024-01-24,2024-02-23,3695,1684780,393,531,7
브레드이발소: 셀럽 인 베이커리타운,2024-03-01,2024-02-23,3259,3837,155,280,8
바튼 아카데미,2024-02-21,2024-02-23,2162,10394,231,334,9
이프 온리,2004-10-29,2024-02-23,1782,1027845,122,156,10
파묘,2024-02-22,2024-02-24,770974,1481595,2355,9473,1
웡카,2024-01-31,2024-02-24,112772,2860006,908,2734,2
건국전쟁,2024-02-01,2024-02-24,43010,923142,699,1537,3
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-24,23010,373331,305,868,4
소풍,2024-02-07,2024-02-24,6774,292382,268,322,5
브레드이발소: 셀럽 인 베이커리타운,2024-03-01,2024-02-24,6540,10377,164,297,6
사운드 오브 프리덤,2024-02-21,2024-02-24,5712,25707,225,392,7
시민덕희,2024-01-24,2024-02-24,5538,1690318,317,427,8
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-24,4250,90840,180,197,9
기적의 시작,2024-02-22,2024-02-24,3256,11384,137,163,10
파묘,2024-02-22,2024-02-25,819842,2301437,2351,9262,1
웡카,2024-01-31,2024-02-25,110612,2970618,893,2612,2
건국전쟁,2024-02-01,2024-02-25,43381,966523,686,1469,3
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-25,20907,394238,308,822,4
브레드이발소: 셀럽 인 베이커리타운,2024-03-01,2024-02-25,8498,18875,167,297,5
소풍,2024-02-07,2024-02-25,7841,300223,260,317,6
사운드 오브 프리덤,2024-02-21,2024-02-25,4956,30663,218,374,7
시민덕희,2024-01-24,2024-02-25,4879,1695197,304,395,8
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-25,4828,95668,179,199,9
바튼 아카데미,2024-02-21,2024-02-25,2520,15893,219,267,10
파묘,2024-02-22,2024-02-26,328445,2629882,2097,8241,1
웡카,2024-01-31,2024-02-26,38789,3009407,748,2343,2
건국전쟁,2024-02-01,2024-02-26,18640,985163,652,1466,3
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-26,8132,402370,288,769,4
소풍,2024-02-07,2024-02-26,4403,304626,269,351,5
사운드 오브 프리덤,2024-02-21,2024-02-26,2410,33073,206,338,6
시민덕희,2024-01-24,2024-02-26,2075,1697272,279,383,7
바튼 아카데미,2024-02-21,2024-02-26,1710,17603,208,285,8
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-26,1530,97198,82,93,9
기적의 시작,2024-02-22,2024-02-26,1258,14820,122,144,10
파묘,2024-02-22,2024-02-27,298464,2928346,2145,8359,1
웡카,2024-01-31,2024-02-27,42082,3051489,777,2352,2
건국전쟁,2024-02-01,2024-02-27,19492,1004655,645,1464,3
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-27,7960,410330,300,770,4
듄: 파트2,2024-02-28,2024-02-27,6827,8657,34,39,5
소풍,2024-02-07,2024-02-27,4751,309377,273,364,6
사운드 오브 프리덤,2024-02-21,2024-02-27,2852,35925,209,361,7
시민덕희,2024-01-24,2024-02-27,2743,1700015,275,379,8
기적의 시작,2024-02-22,2024-02-27,1755,16575,125,144,9
바튼 아카데미,2024-02-21,2024-02-27,1723,19326,214,294,10
파묘,2024-02-22,2024-02-28,384594,3312940,1885,7156,1
듄: 파트2,2024-02-28,2024-02-28,152952,161609,1544,5047,2
웡카,2024-01-31,2024-02-28,36777,3088266,645,1243,3
건국전쟁,2024-02-01,2024-02-28,13902,1018557,464,683,4
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-28,9357,419687,274,531,5
소풍,2024-02-07,2024-02-28,2574,311951,123,143,6
추락의 해부,2024-01-31,2024-02-28,1359,82023,40,45,7
극장판 츠루네: 시작의 한 발,2024-02-21,2024-02-28,1349,11526,63,68,8
월레스와 그로밋 더 클래식 컬렉션,2024-02-21,2024-02-28,1203,11340,31,35,9
사운드 오브 프리덤,2024-02-21,2024-02-28,1165,37090,116,121,10
파묘,2024-02-22,2024-02-29,384294,3697234,2039,7986,1
듄: 파트2,2024-02-28,2024-02-29,106896,268505,1426,4704,2
웡카,2024-01-31,2024-02-29,36431,3124697,646,1258,3
건국전쟁,2024-02-01,2024-02-29,14205,1032762,486,681,4
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-02-29,7184,426871,276,544,5
소풍,2024-02-07,2024-02-29,2427,314378,119,144,6
패스트 라이브즈,2024-03-06,2024-02-29,1775,2884,48,51,7
사운드 오브 프리덤,2024-02-21,2024-02-29,1584,38674,122,133,8
아기상어 극장판: 사이렌 스톤의 비밀,2024-02-07,2024-02-29,876,100262,47,56,9
DMZ 동물 특공대,2024-02-14,2024-02-29,819,21568,71,76,10
파묘,2024-02-22,2024-03-01,851600,4548834,2315,9700,1
듄: 파트2,2024-02-28,2024-03-01,216534,485039,1190,3985,2
웡카,2024-01-31,2024-03-01,65771,3190468,646,1185,3
브레드이발소: 셀럽 인 베이커리타운,2024-03-01,2024-03-01,35365,54247,325,571,4
건국전쟁,2024-02-01,2024-03-01,23794,1056556,403,516,5
아이엠 티라노,2024-03-01,2024-03-01,15261,17034,227,401,6
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-03-01,11841,438712,272,483,7
소풍,2024-02-07,2024-03-01,3758,318136,89,98,8
사운드 오브 프리덤,2024-02-21,2024-03-01,1675,40349,89,91,9
바튼 아카데미,2024-02-21,2024-03-01,1358,22587,46,49,10
파묘,2024-02-22,2024-03-02,832278,5381112,2367,10068,1
듄: 파트2,2024-02-28,2024-03-02,189757,674796,1131,3683,2
웡카,2024-01-31,2024-03-02,58917,3249385,695,1276,3
브레드이발소: 셀럽 인 베이커리타운,2024-03-01,2024-03-02,26340,80587,342,596,4
건국전쟁,2024-02-01,2024-03-02,19243,1075799,394,486,5
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-03-02,10595,449307,266,455,6
아이엠 티라노,2024-03-01,2024-03-02,9880,26914,229,383,7
소풍,2024-02-07,2024-03-02,2807,320943,87,100,8
사운드 오브 프리덤,2024-02-21,2024-03-02,1347,41696,94,97,9
추락의 해부,2024-01-31,2024-03-02,1181,84935,31,34,10
파묘,2024-02-22,2024-03-03,652059,6033171,2363,9539,1
듄: 파트2,2024-02-28,2024-03-03,146002,820798,1097,3396,2
웡카,2024-01-31,2024-03-03,48572,3297957,690,1260,3
브레드이발소: 셀럽 인 베이커리타운,2024-03-01,2024-03-03,24376,104963,341,596,4
건국전쟁,2024-02-01,2024-03-03,16909,1092708,409,510,5
아이엠 티라노,2024-03-01,2024-03-03,8821,35735,224,364,6
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-03-03,8805,458112,251,432,7
소풍,2024-02-07,2024-03-03,2384,323327,88,98,8
사운드 오브 프리덤,2024-02-21,2024-03-03,1521,43217,89,93,9
패스트 라이브즈,2024-03-06,2024-03-03,1255,5851,47,49,10
파묘,2024-02-22,2024-03-04,207996,6241167,2105,8222,1
듄: 파트2,2024-02-28,2024-03-04,44201,864999,1084,3073,2
웡카,2024-01-31,2024-03-04,8828,3306785,594,1106,3
건국전쟁,2024-02-01,2024-03-04,7445,1100153,432,617,4
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-03-04,2703,460815,234,414,5
브레드이발소: 셀럽 인 베이커리타운,2024-03-01,2024-03-04,2433,107396,187,239,6
사운드 오브 프리덤,2024-02-21,2024-03-04,1209,44426,88,92,7
소풍,2024-02-07,2024-03-04,1168,324495,93,105,8
아이엠 티라노,2024-03-01,2024-03-04,848,36583,122,143,9
추락의 해부,2024-01-31,2024-03-04,629,86338,41,46,10
파묘,2024-02-22,2024-03-05,190540,6431707,2148,8294,1
듄: 파트2,2024-02-28,2024-03-05,40473,905472,1091,3060,2
건국전쟁,2024-02-01,2024-03-05,8442,1108595,453,641,3
웡카,2024-01-31,2024-03-05,6897,3313682,586,1060,4
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-03-05,2363,463178,241,409,5
사운드 오브 프리덤,2024-02-21,2024-03-05,2274,46700,102,108,6
소풍,2024-02-07,2024-03-05,1552,326047,96,111,7
브레드이발소: 셀럽 인 베이커리타운,2024-03-01,2024-03-05,930,108326,153,180,8
밥 말리: 원 러브,2024-03-13,2024-03-05,922,922,2,3,9
추락의 해부,2024-01-31,2024-03-05,630,86968,56,59,10
파묘,2024-02-22,2024-03-06,174674,6606381,2021,7646,1
듄: 파트2,2024-02-28,2024-03-06,45582,951054,990,2658,2
가여운 것들,2024-03-06,2024-03-06,13536,18975,471,838,3
패스트 라이브즈,2024-03-06,2024-03-06,8376,15009,606,1112,4
웡카,2024-01-31,2024-03-06,6263,3319945,530,881,5
건국전쟁,2024-02-01,2024-03-06,5591,1114186,397,520,6
"귀멸의 칼날: 인연의 기적, 그리고 합동 강화 훈련으로",2024-02-14,2024-03-06,3021,466199,174,268,7
비트,1997-05-03,2024-03-06,2745,4306,71,154,8
대결! 애니메이션,2024-03-06,2024-03-06,2122,4244,103,170,9
